node_id,random_community_feature,community_id,is_outlier
72,44.88420493786379,0,1
84,35.36227456301782,0,1
93,35.76826289745185,0,1
94,35.45467965966638,0,1
101,43.485161762763866,0,1
148,41.75851267389485,0,1
158,35.92578143353565,0,1
167,49.39197330043745,0,1
198,40.315927258860995,0,1
205,50.23502242075176,0,1
226,45.16777989742839,0,1
237,43.18889548771112,0,1
239,38.33286568133028,0,1
262,42.388420751296124,0,1
271,52.2580863973757,0,1
272,37.529936459196115,0,1
295,33.11737345783797,0,1
302,35.570190709059915,0,1
321,53.052199815641664,0,1
324,53.72690970943873,0,1
337,32.226908426112715,0,1
355,54.995472246956425,0,1
382,41.26213211874535,0,1
387,48.65531785513471,0,1
419,42.830138785154155,0,1
443,46.11738405340782,0,1
487,40.27442426123599,0,1
515,35.748451121851275,0,1
545,38.09416814085788,0,1
547,35.34900774186453,0,1
571,37.57334363186104,0,1
580,45.51759025772891,0,1
593,54.72960026746458,0,1
637,36.527008666663946,0,1
639,43.57536409209398,0,1
654,37.258389000348586,0,1
679,46.41649362589855,0,1
684,34.309119794532386,0,1
689,46.984630694072,0,1
697,37.5911188729775,0,1
700,45.13268130787626,0,1
714,37.447457716936654,0,1
770,32.15471903739638,0,1
792,37.534013530549466,0,1
844,32.682038246766055,0,1
872,48.79742832841192,0,1
895,38.761853378686396,0,1
924,43.9343926498057,0,1
950,29.767825091928138,0,1
983,40.49136597947123,0,1
10,26.550838808702608,1,0
21,24.321436322586887,1,0
24,25.48113636636585,1,0
26,23.07653941342972,1,0
29,37.62218194026841,1,0
43,21.327320489948686,1,0
49,26.828727210857515,1,0
60,22.83061551874205,1,0
75,36.885295636279686,1,0
109,14.897622056438978,1,0
122,24.318592912495657,1,0
134,26.464901877462705,1,0
136,30.401354271003527,1,0
142,31.66407537668222,1,0
150,25.62737089951655,1,0
171,36.37581983536084,1,0
177,30.36029458852773,1,0
179,49.56606233113611,1,0
180,14.096833948980056,1,0
192,33.08872212835515,1,0
199,18.22889332792061,1,0
204,20.433457761305526,1,0
210,45.26113819766082,1,0
211,43.11771111765318,1,0
223,10.99357624429566,1,0
227,25.5650691017366,1,0
242,26.96498793946663,1,0
244,8.535632487858326,1,0
250,27.116797788159438,1,0
265,31.061364770829623,1,0
273,29.490608851206964,1,0
277,9.76063478966984,1,0
297,37.43415699252468,1,0
299,29.73396040731671,1,0
331,27.000098955385983,1,0
345,20.82701063104322,1,0
347,33.903720287868396,1,0
354,35.74419106934239,1,0
364,23.25170794771791,1,0
365,28.351611156714224,1,0
367,34.92997638458849,1,0
368,10.116414747242008,1,0
376,28.600397472087977,1,0
378,10.53618946845124,1,0
385,19.31923415000888,1,0
397,31.743012193650323,1,0
400,26.264529043154983,1,0
434,23.982817888722263,1,0
437,24.911969102218077,1,0
441,35.119188418100904,1,0
444,33.85796893354344,1,0
445,20.529267190967786,1,0
460,30.165702652885102,1,0
466,23.352388148982293,1,0
467,49.001142719277446,1,0
486,20.956686724315052,1,0
496,24.761697500839446,1,0
500,24.44007108537922,1,0
537,23.63590320757696,1,0
540,28.811184871463354,1,0
541,29.988253545852807,1,0
546,13.113312015120913,1,0
557,22.439726217010378,1,0
561,15.772837406487303,1,0
565,38.580465884621034,1,0
568,49.54531256102406,1,0
581,39.89207725919994,1,0
610,30.641118403278256,1,0
625,36.674167079303174,1,0
633,29.040506247469338,1,0
659,42.331802472795935,1,0
665,33.510581786846274,1,0
674,25.50108002486443,1,0
683,17.475803463955412,1,0
686,21.84337122979709,1,0
701,30.352058308726146,1,0
702,16.61685712121667,1,0
707,25.57381659737252,1,0
710,39.50574975442794,1,0
739,27.813878404174456,1,0
740,45.263824766400035,1,0
741,40.46242006642039,1,0
753,24.986498166964882,1,0
768,15.426144472172608,1,0
795,27.12383803354368,1,0
821,23.26335683913406,1,0
852,30.922304710289517,1,0
855,41.95437150094172,1,0
859,17.533317885875363,1,0
869,24.084608899873263,1,0
876,30.517268156898158,1,0
890,37.67738460860037,1,0
903,32.10843855956725,1,0
920,31.248314802491258,1,0
942,39.546992057668376,1,0
953,31.95500726906708,1,0
954,25.43812045412062,1,0
970,28.06344432336809,1,0
991,21.244700377067065,1,0
11,-0.5224276325800261,2,0
12,30.297299599066456,2,0
23,14.440197838655088,2,0
25,18.47540012215844,2,0
52,14.587525491201118,2,0
54,26.557061401628758,2,0
56,10.490642651284901,2,0
58,15.11867651051547,2,0
74,12.190552439974025,2,0
103,14.724657045231941,2,0
115,13.915091898050902,2,0
117,17.668068871243776,2,0
124,18.511833660141676,2,0
126,7.982596264593557,2,0
131,22.408335488046003,2,0
141,8.44536728622007,2,0
143,13.022066160353642,2,0
144,23.291814732079846,2,0
146,13.368828995129888,2,0
153,24.50143615943759,2,0
162,14.474485691768702,2,0
175,22.451463195936494,2,0
191,20.82290509421219,2,0
193,13.1411917622208,2,0
200,16.741108711966074,2,0
235,27.00988413730773,2,0
236,9.106211521147141,2,0
279,20.070205145749483,2,0
280,21.323193251911206,2,0
283,13.935329444208396,2,0
286,15.768323332930116,2,0
289,15.277551934559066,2,0
312,15.865506090768944,2,0
319,21.643875433332457,2,0
327,17.88870902613418,2,0
332,14.623429653140857,2,0
339,14.320442238164912,2,0
352,15.977849825823494,2,0
356,13.7031703178023,2,0
390,20.66344037393618,2,0
392,10.667576958229343,2,0
393,24.710919564726932,2,0
406,19.32501815571891,2,0
429,18.897996150529206,2,0
450,30.835223555154712,2,0
462,25.71966923257535,2,0
465,14.58130836972426,2,0
477,10.789222769994797,2,0
489,19.052807896957546,2,0
491,-0.46413935554848607,2,0
516,14.402945615680213,2,0
517,20.315817067880744,2,0
518,24.371037344267283,2,0
523,13.585261614401315,2,0
536,8.701030585911324,2,0
549,14.25678600814385,2,0
559,17.877918248493643,2,0
560,23.65945468316176,2,0
575,19.877069812266605,2,0
598,8.17811809256927,2,0
599,23.642078153039787,2,0
607,13.243259872471093,2,0
671,23.329027700537853,2,0
687,19.151630286196347,2,0
688,10.201611322399714,2,0
716,10.572017262306293,2,0
717,20.280313555116727,2,0
724,17.294143239905313,2,0
734,10.11803555572882,2,0
758,21.90389309433128,2,0
762,15.701367757814497,2,0
764,10.008118320114793,2,0
784,20.59381457248466,2,0
788,17.362839771320342,2,0
811,24.41617009714033,2,0
815,12.551488407582092,2,0
817,23.080845923259197,2,0
824,7.743215742929957,2,0
833,16.53120579912347,2,0
861,14.917835117802673,2,0
862,20.81820345902245,2,0
874,14.5989448668813,2,0
879,15.44952471048586,2,0
882,20.01457794155454,2,0
883,21.66690711701012,2,0
898,15.022720711827683,2,0
902,15.57554254051044,2,0
923,12.556093453644314,2,0
928,12.158276013900583,2,0
937,22.56329376807943,2,0
939,22.44096386952429,2,0
946,17.741631994113824,2,0
965,17.935031197528236,2,0
971,22.19018016755477,2,0
974,13.33196620072071,2,0
977,17.404870712150785,2,0
986,22.84509461871586,2,0
14,-33.14105367116894,3,0
17,-30.32660180043404,3,0
18,-34.72299221348686,3,0
20,-32.13713742477142,3,0
63,-33.36143893174225,3,0
88,-35.05990740651771,3,0
89,-29.299434137562564,3,0
102,-32.699369827789766,3,0
116,-31.985629747302198,3,0
137,-35.52410986380633,3,0
139,-34.79926950759117,3,0
159,-33.10891677289936,3,0
172,-34.50978009675303,3,0
182,-32.02383056301957,3,0
202,-32.36673057272074,3,0
221,-34.9244021229837,3,0
224,-32.8809626414934,3,0
229,-33.2767758116127,3,0
245,-33.62898531075127,3,0
263,-35.69224109986725,3,0
276,-35.035795963024405,3,0
282,-32.84426512900963,3,0
291,-31.160672433656764,3,0
306,-35.31800179522592,3,0
307,-30.734927031560517,3,0
308,-32.902519692393874,3,0
318,-35.94577993859636,3,0
322,-32.60763091377869,3,0
341,-31.429302091848765,3,0
344,-32.73123982638032,3,0
366,-28.42609124481224,3,0
371,-32.63847750716625,3,0
391,-31.415077174182382,3,0
395,-33.26211380504678,3,0
408,-31.231722920205456,3,0
422,-38.30449628917226,3,0
426,-35.0819204988064,3,0
473,-34.04845729969963,3,0
478,-32.22936345606114,3,0
482,-32.89061071784507,3,0
524,-31.0114027437003,3,0
532,-32.53733757295004,3,0
552,-32.850804696073375,3,0
566,-33.5891533069208,3,0
572,-32.94179095368657,3,0
583,-31.547185009142243,3,0
586,-31.702677723336418,3,0
594,-31.442479377423577,3,0
596,-33.787973886918415,3,0
601,-34.741516253820194,3,0
605,-34.272903101734016,3,0
636,-32.55297359904573,3,0
651,-29.90882654570755,3,0
657,-32.78373684078177,3,0
658,-32.26901426332623,3,0
664,-36.76037628276871,3,0
666,-27.6701659436244,3,0
668,-35.5973476086128,3,0
672,-29.476526437764427,3,0
678,-34.450259036525175,3,0
703,-31.27857843594895,3,0
704,-31.577129700972613,3,0
709,-33.150444665069216,3,0
737,-33.63386737865663,3,0
744,-35.25621739255339,3,0
748,-33.39750204823851,3,0
751,-30.978069372056872,3,0
757,-32.50552461117112,3,0
759,-35.13626770425722,3,0
778,-30.858818275784657,3,0
783,-35.807146381676574,3,0
785,-32.84554654672431,3,0
802,-35.15245535701365,3,0
809,-34.92512404196371,3,0
812,-31.022918987002573,3,0
827,-34.25496956822241,3,0
840,-36.459649180786606,3,0
849,-34.41395110026998,3,0
887,-31.69990803210086,3,0
888,-34.813472037781324,3,0
894,-30.739953310805948,3,0
911,-31.172618762129403,3,0
914,-33.1316637936179,3,0
919,-30.825963220748744,3,0
921,-29.381886626174975,3,0
922,-37.441394404839535,3,0
930,-30.861673330710605,3,0
938,-32.00861916322142,3,0
975,-33.962391620625624,3,0
985,-31.893667548508297,3,0
987,-32.4539745960659,3,0
992,-34.49230940413339,3,0
994,-30.167041058419358,3,0
995,-32.99135874657003,3,0
997,-30.7954055937911,3,0
9,2.8478170921212103,4,0
13,-9.369026332986717,4,0
33,-6.17816475540482,4,0
35,-0.9313530076289496,4,0
40,-0.004010065879526792,4,0
41,-17.510607670467593,4,0
55,-6.9191235765281895,4,0
61,10.11448060472884,4,0
83,-5.9994929251936675,4,0
106,-2.208889837612368,4,0
118,-8.907534343637595,4,0
132,1.8511342709348577,4,0
147,-2.9782329527632783,4,0
160,1.41797004176001,4,0
166,-21.558833089815728,4,0
174,-7.256810325140762,4,0
190,-17.897803195573143,4,0
203,3.5558229190900326,4,0
213,4.772248162713239,4,0
232,-5.540080021084434,4,0
241,9.691992329649821,4,0
246,-6.125416296077714,4,0
249,-14.673344783586169,4,0
258,-14.839320074380613,4,0
264,-7.783354267359709,4,0
288,-15.445063320445566,4,0
293,-11.873211438828339,4,0
300,-18.33641953045875,4,0
314,-4.436203809819733,4,0
323,-10.961771381649248,4,0
358,-15.10868843739685,4,0
360,1.1435640319010956,4,0
386,-16.96137313164286,4,0
398,-12.690319685223733,4,0
402,-2.4046536878988496,4,0
404,-6.040907247723207,4,0
411,-2.7764275838520254,4,0
417,6.601393320780891,4,0
452,-5.855220435188086,4,0
458,-20.575197543241718,4,0
542,-12.161327688054023,4,0
551,-0.2590967399629136,4,0
558,2.064341075845392,4,0
573,-9.256956524867375,4,0
592,-7.3236759630092685,4,0
602,-9.90975846038656,4,0
608,-11.151087495570167,4,0
618,-7.536666224365992,4,0
640,-6.272657158163598,4,0
663,-12.28505357418609,4,0
669,-9.026814356010291,4,0
670,-0.10578314903101838,4,0
677,-19.516808890935327,4,0
696,-13.021096180688277,4,0
699,-4.54896355104386,4,0
736,0.9027117895596666,4,0
752,-10.378136923520044,4,0
756,-11.355041170764869,4,0
760,-5.460574046296227,4,0
767,-5.476454802118859,4,0
793,-2.536955331628799,4,0
801,-11.721587346349763,4,0
806,10.338744789689745,4,0
807,-1.6059411920960995,4,0
834,9.692681048881688,4,0
839,-4.455058337030011,4,0
842,-14.381740564477525,4,0
843,-3.316519265471107,4,0
846,-15.833821642468141,4,0
853,0.2693428139448484,4,0
878,-6.4865018795879905,4,0
881,-12.165597379532354,4,0
958,-15.295396617112395,4,0
959,-16.502625147405695,4,0
962,-13.197609155359398,4,0
972,-9.617272500752437,4,0
979,-13.679653944650717,4,0
34,-15.872975980094441,5,0
36,-5.256213467246027,5,0
42,-4.559711508721568,5,0
45,-2.1035993986462302,5,0
46,-5.5259270958475675,5,0
48,4.379924397993796,5,0
57,-10.3920144263816,5,0
64,1.8766116406853586,5,0
65,-12.898936454410212,5,0
73,-10.717956719575795,5,0
80,-8.798580801566118,5,0
