emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,graph_id,sample_rate
-0.47342374641789003,-0.14470158052081722,0.19052785535342898,-0.21209098058405845,-0.078087342685722,-0.1245164094406631,0,0.05
-0.04099410591736949,-0.21285352745292024,-0.034195095134040066,-0.27942215903391704,-0.14320645574188004,-0.04996516071769425,1,0.05
-0.2783504802333666,0.19556787816278154,-0.17506521693562055,0.14259338657585155,-0.19242103757059598,0.018762718839914976,2,0.05
-0.2890000455999372,-0.005720809597747418,0.5097331207856507,0.21118986305740717,0.13848881450010692,0.05997338308989768,3,0.05
-0.005824343323854995,-0.028257204880984797,0.062902391720431,-0.13182588715147886,0.03848364670694405,-0.018774368189238066,4,0.05
-0.19725524511584283,0.4752421791300874,-0.2891644947048638,-0.22309167834869406,0.05697533889912259,-0.14473283855237032,5,0.05
-0.14412232687118012,0.33440179763087835,-0.11544511455905013,0.2855512779509983,0.08574875099600578,-0.015951333505252244,6,0.05
-0.39716436606615163,-0.024908217423498746,0.03860351619202355,0.1270578737706675,0.19518106152033773,0.006343359198948076,7,0.05
-0.19456561779381915,-0.146997852724657,0.025293748107914224,0.10931015242860273,0.11177457227158727,-0.09815813833472961,8,0.05
0.47762259525291995,0.23429120124354505,0.4525105489173644,0.05436330297422058,-0.023611358180291007,-0.1619761918529811,9,0.05
-0.1949200865291477,-0.007432285427377903,-0.387419956177843,0.02322055075243913,-0.11290783423780928,-0.022236859093702394,10,0.05
-0.24907652472031092,0.46760207835400447,-0.03209142978915052,0.013011023582706265,0.1841760986250226,0.0390837409248963,11,0.05
-0.16956421500894936,0.4453269641783394,0.3569627360414347,0.14354910968633952,0.14838130532766308,0.03378005329523307,12,0.05
-0.04996867379166725,0.08602925034899957,-0.11249127015389628,-0.19231581394615072,0.00594116203128467,-0.007693550138717447,13,0.05
0.3436253406067845,0.42246484065419004,-0.08554825031585696,0.04431726855350832,0.11661045042776126,0.0004163849609714227,14,0.05
-0.12782159967612655,0.20981926778468127,0.19503429141822465,0.007579612333906337,0.0772122934296953,0.019824742971312394,15,0.05
-0.5871871152455036,-0.21537844804447967,0.020528069240061134,-0.026161912352340243,0.10621210848819798,-0.08005722302027499,16,0.05
-0.14037873491792635,-0.34527243600597635,0.16636660750500248,-0.05721437863033672,-0.011514363229805692,0.04311670591938301,17,0.05
-0.2456292020023405,-0.0056128665438112514,0.18301339395123303,-0.13949411748107046,-0.19402658608379883,0.007811793961702836,18,0.05
-0.1444244660489352,-0.18214559711974085,-0.1950779905899945,-0.10098802769463264,0.05576425654098503,-0.022143655054298887,19,0.05
0.2670935002263812,0.12405281763111295,-0.14603998883402003,-0.1669649640213378,0.0038971318734339353,-0.1439473627783788,20,0.05
-0.21735028687276303,-0.38489409547014125,0.14255472152943277,-0.051149405932829115,0.12227495495124728,-0.03984609110411737,21,0.05
0.6516889894713991,-0.18264495248314797,-0.3239929210402813,-0.06249661005754343,0.051970239881950354,-0.054732925780692276,22,0.05
-0.1466598877904073,0.09423403645542307,-0.3098411725072953,-0.2543180202589785,0.08068333784518371,0.004859553058298232,23,0.05
